Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
7699,61,1.0,39.68962407969543,20.98902999866805,7.0,4,14.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
15771,23,3.0,105.59883863423885,,1.0,22,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
6256,37,2.0,48.2687257639134,29.769971301584377,6.0,6,9.0,1971,0.127811589,B,B,28,7287,5,320.0,1,3,B
10758,73,2.0,72.30896949540383,72.57668671318005,1.0,8,17.0,2014,0.042031587,B,B,37,6856,84,1940.0,2,5,B
14275,27,1.0,47.52711070587539,43.38756921064507,1.0,17,17.0,2017,0.072157581,B,B,2,629,1,,0,0,A
11746,66,2.0,42.30313816263457,27.327735130197315,5.0,4,5.0,1962,0.161975568,B,A,31,7010,5,4508.0,3,7,B
11360,27,3.0,80.73977136034544,44.30166613225831,11.0,5,17.0,2007,0.07542368,B,B,11,3097,0,,0,0,B
1542,31,3.0,56.47949652085394,38.1675114811581,6.0,2,9.0,1970,0.151346216,B,A,32,5889,10,830.0,4,1,B
4799,4,2.0,67.31385382276201,38.39385873477155,10.0,8,9.0,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B
13154,7,2.0,63.826394671980246,34.914982550379435,10.0,7,18.0,2010,0.130617806,B,B,39,10418,9,900.0,1,9,B
3497,67,2.0,47.27637789248446,30.73084165467667,5.0,10,9.0,1977,0.100455735,B,B,43,7227,0,,1,6,A
4024,83,1.0,39.99037017279849,23.636319786554107,8.0,15,17.0,1987,0.0077202819999999,B,B,38,4788,2,,0,4,B
12717,56,2.0,48.85211455499908,30.114412127526432,6.0,6,12.0,1971,0.035145267,B,B,42,9292,3,2620.0,0,3,B
12131,173,3.0,87.68829804565483,58.43903983554578,11.0,2,6.0,1937,0.081943463,B,B,20,2738,20,,1,4,B
14719,31,3.0,76.4358402249719,41.34873269477322,10.0,1,9.0,2002,0.151346216,B,A,32,5889,10,830.0,4,1,B
5966,53,2.0,44.43824905393311,31.423017771754918,5.0,8,9.0,1966,0.049637257,B,B,34,7759,0,229.0,1,3,B
14090,2,1.0,39.08264064099316,33.214357690911484,7.0,10,14.0,1970,0.0,B,B,33,7425,1,,2,5,B
2778,99,1.0,56.233048668067006,31.680272117066487,11.0,4,16.0,1978,0.033493708,B,B,66,10573,1,1322.0,3,8,B
6148,88,1.0,41.1515782548306,23.193879498354093,8.0,6,12.0,1978,0.127375905,B,B,43,8429,3,,3,9,B
12190,62,3.0,65.28732835066815,43.39947294551418,6.0,4,12.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
6618,121,2.0,72.36264789170372,38.04064355292578,11.0,2,10.0,2003,0.212515361,B,B,19,3293,16,628.0,3,7,B
13984,145,4.0,95.78410642669752,55.002488153309365,10.0,5,12.0,1999,0.0,B,B,30,5562,0,,0,5,A
6283,7,2.0,44.650853695349255,27.404533222065982,5.0,7,5.0,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B
10151,1,2.0,53.82981825338361,53.772421482682425,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3867,85,3.0,77.10883836636452,50.44428316562747,10.0,3,16.0,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16512,24,1.0,34.041063641819875,20.50695425905193,5.0,8,9.0,1962,0.111627393,B,B,50,12238,8,1970.0,2,3,B
1731,23,2.0,54.59602783454718,31.225905869635525,10.0,4,3.0,2016,0.005767451,B,B,1,388,0,,0,0,B
11798,6,3.0,83.56882840985655,,1.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8410,46,1.0,36.72663022974941,18.23662513248784,6.0,8,12.0,1980,0.0,B,B,47,11319,0,1145.0,3,5,B
5722,10,1.0,38.63515515559854,20.97625713766785,9.0,8,14.0,1970,0.089039719,B,B,33,7976,5,,0,11,B
12688,1,2.0,67.48360025726446,,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10033,167,1.0,35.677794131006095,20.883123478274268,9.0,10,12.0,1970,0.051942062,B,B,17,4017,7,800.0,2,0,B
15929,75,3.0,61.013880105595,46.69775175341842,5.0,1,5.0,1965,0.122090347,B,B,29,6566,7,1894.0,4,0,B
2535,93,1.0,43.05703335444503,23.04479043030352,8.0,14,17.0,2010,0.041116354,B,B,53,14892,4,,1,4,B
7127,69,3.0,74.0297696255355,43.34754809163996,10.0,8,23.0,1986,0.0,B,B,18,3374,5,620.0,1,2,B
917,128,3.0,73.21101991765708,47.40137438702343,10.0,12,17.0,1997,0.0,B,B,27,4798,0,30.0,2,8,B
10136,1,1.0,39.188428063995865,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4923,27,1.0,41.515281040597536,39.63615956223219,1.0,15,25.0,2015,0.211401214,B,B,9,1892,0,,0,1,B
6060,53,5.0,56.60016154103276,2.7420676076353026,1.0,6,18.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
16588,53,2.0,62.372475496634216,43.59720195240009,9.0,17,24.0,2018,0.049637257,B,B,34,7759,0,229.0,1,3,B
6505,23,2.0,64.8609464262844,,1.0,23,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
11934,17,2.0,44.29479364905393,33.70997342946917,5.0,7,8.0,1963,0.0,B,B,25,5027,4,46.0,1,1,B
5485,62,3.0,88.09888333422033,,1.0,14,16.0,2015,0.072157581,B,B,2,629,1,,0,0,A
12838,23,2.0,63.00556944101911,62.31396267001975,0.0,18,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
8155,1,3.0,83.89733391768435,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2641,30,2.0,68.68285775864122,,1.0,12,12.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3250,62,2.0,78.10816037110486,,1.0,12,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
9224,27,2.0,54.23672994035762,,1.0,13,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
4518,48,2.0,53.99899058847917,34.593313464224714,9.0,15,16.0,1984,0.041124634,B,B,46,9515,5,,1,10,B
13894,9,2.0,52.12964663215251,30.287708750888967,8.0,7,14.0,1992,0.136244425,B,B,11,2370,0,,0,1,B
6321,2,2.0,55.32762909591875,34.627817406454355,8.0,11,14.0,1996,0.309479124,B,B,35,7715,4,990.0,0,6,B
14018,30,1.0,50.72927572656592,47.28500151459882,1.0,6,25.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13010,47,1.0,36.99710421494543,20.39821726072008,8.0,16,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
9583,27,1.0,32.47978110410621,,1.0,25,24.0,2014,0.072157581,B,B,2,629,1,,0,0,A
10859,87,1.0,41.357161586881936,18.878705236351934,8.0,8,17.0,1986,0.100455735,B,B,43,7227,0,,1,6,A
1538,167,3.0,61.2160524814072,41.10635890898606,5.0,4,5.0,1961,0.050272014,B,B,21,4231,14,1020.0,0,3,B
4023,35,3.0,65.52593609057224,44.37310620565854,6.0,9,12.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
6946,85,2.0,46.06167887246925,30.61073204554912,6.0,3,9.0,1976,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3316,44,2.0,42.7697271926506,23.92895536272623,6.0,8,18.0,1966,0.232205084,B,B,24,4860,1,80.0,0,3,B
4720,11,1.0,35.62432828179276,21.286495738789423,10.0,6,12.0,1975,0.012338886,B,B,35,5776,1,2078.0,2,4,B
14459,27,1.0,47.80943210174076,47.777381898563135,1.0,14,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
12689,61,1.0,38.190813276343405,21.653921021502047,10.0,14,25.0,2013,0.300322518,B,B,52,10311,6,,1,9,B
14886,90,1.0,32.809006307769124,20.995885185174924,5.0,4,5.0,1961,0.246031548,B,A,22,3151,4,2715.0,3,3,B
7229,147,1.0,37.148797315910286,19.33222494543072,9.0,9,12.0,1969,0.319809354,B,B,25,4756,16,2857.0,5,8,B
8723,53,2.0,46.66081742626152,25.582383774828266,7.0,4,9.0,1984,0.049637257,B,B,34,7759,0,229.0,1,3,B
16056,128,1.0,41.8806432836533,23.66222035766692,8.0,8,17.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
3444,9,1.0,43.35503708226897,,1.0,9,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
3677,44,1.0,37.51185941257257,21.291773177771105,8.0,12,14.0,1971,0.232205084,B,B,24,4860,1,80.0,0,3,B
8544,7,3.0,118.79891875895424,68.77852358359644,16.0,6,17.0,2013,0.035145267,B,B,42,9292,3,2620.0,0,3,B
7990,161,3.0,78.68451988651363,47.87612552609425,10.0,18,17.0,1995,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
6932,23,1.0,56.53803146448446,,0.0,5,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B
15833,4,3.0,71.60730439307244,52.38414906994439,7.0,5,6.0,1918,0.327018035,B,B,12,2270,23,2500.0,1,0,B
4206,26,2.0,40.226881636719774,26.04248800249269,7.0,8,9.0,1964,0.0,B,B,36,6714,2,2672.0,0,2,B
4258,27,2.0,68.32156346070416,,10.0,11,1.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
15668,77,2.0,46.05791948176309,31.45476503659023,6.0,11,9.0,1974,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
16356,57,2.0,49.09996463612848,29.57872725472065,6.0,2,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A
5728,62,2.0,65.51522414921793,,0.0,5,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
6957,27,2.0,69.26110488097932,,1.0,10,16.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
6723,6,2.0,62.939308774026365,64.61850100040273,1.0,10,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
9189,169,3.0,61.83123391062148,44.143243804729615,5.0,9,9.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
11366,6,2.0,62.63302347184765,43.15112225927083,10.0,17,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
5423,23,2.0,93.98565807826094,51.32935939689996,15.0,18,25.0,2012,0.075778755,B,B,6,1437,3,,0,2,B
16379,168,2.0,55.02318114508318,30.94001018913409,7.0,2,5.0,1926,0.341071945,B,B,27,5664,48,2300.0,3,11,B
7762,61,2.0,50.12367637341,31.36443690912683,5.0,2,9.0,1976,0.300322518,B,B,52,10311,6,,1,9,B
3238,13,1.0,38.70694320605964,20.38525122390129,10.0,17,22.0,1996,0.090799103,B,B,74,19083,2,,5,15,B
3002,11,1.0,33.918848846620264,21.590498472491923,6.0,4,9.0,1970,0.0001696759999999,B,B,36,5992,0,,1,1,B
12042,30,2.0,69.08753774492892,,10.0,9,8.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9656,93,2.0,64.51110394906671,37.847813097024606,11.0,5,17.0,2011,0.041116354,B,B,53,14892,4,,1,4,B
4606,19,1.0,46.72675746606642,19.456422834464387,9.0,26,25.0,2002,0.000991363,B,B,33,6783,3,,1,9,B
6257,62,1.0,43.83591910863056,,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4478,6,1.0,39.495557234683005,41.07288445462324,1.0,8,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15521,72,3.0,67.61670453550299,40.21576540180365,8.0,9,9.0,1977,0.210473241,B,B,11,2398,2,1994.0,3,0,B
5929,1,1.0,39.449747901875774,,0.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
11569,17,2.0,39.13640905417217,23.28298271436389,7.0,6,9.0,1966,0.0,B,B,18,3374,5,620.0,1,2,B
12187,23,2.0,67.02750998541055,,1.0,2,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
7110,6,1.0,48.48100349126128,3.85239974978188,1.0,12,25.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
14673,6,1.0,48.573115082961,45.53385997556143,1.0,18,25.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
10605,68,2.0,51.73471564830852,33.732871867194966,6.0,11,12.0,1969,0.0,B,B,33,7425,1,,2,5,B
14551,52,1.0,45.067034207357786,23.26893055584684,8.0,15,14.0,1990,0.371148999,B,B,34,7065,1,750.0,2,5,B
13437,62,2.0,73.72538133144033,,1.0,7,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
9667,113,1.0,36.12814713767463,21.38731838888617,6.0,7,9.0,1972,0.060753049,B,B,15,2787,2,520.0,0,7,B
6463,145,1.0,37.42397293399887,23.654813925664143,8.0,10,14.0,1998,0.0,B,B,30,5562,0,,0,5,A
797,9,1.0,43.44651467414021,19.988975274296195,8.0,11,17.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B
1189,6,1.0,37.54571738511353,36.81338000652693,1.0,2,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
2143,1,1.0,39.39922586463676,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
15419,6,1.0,49.92379219766784,,1.0,19,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15411,9,3.0,89.58248575401251,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
8819,27,3.0,81.60607368160294,46.13444943790271,10.0,3,17.0,2015,0.011654127,B,B,4,915,0,,0,0,B
12965,21,1.0,34.65550454916774,19.672020892253045,6.0,7,9.0,1980,0.194489265,B,B,47,8004,3,125.0,3,5,B
1003,30,1.0,40.4047165965526,,1.0,17,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3285,27,1.0,37.36832905517467,,1.0,23,22.0,2017,0.072157581,B,B,2,629,1,,0,0,A
2076,23,1.0,37.8313719656202,,1.0,4,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
12738,188,2.0,59.416987283868586,35.579565584365895,8.0,25,25.0,1994,0.0,B,B,7,1660,39,1786.0,1,5,B
497,18,1.0,44.79381324648399,23.97331115777069,8.0,8,14.0,1987,0.0,B,B,30,5562,0,,0,5,A
9195,27,1.0,41.69678068615082,40.14343527261708,1.0,6,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B
15197,57,1.0,43.372893505032046,19.42277481778803,10.0,3,10.0,2003,0.133215333,B,B,49,11395,3,1406.0,3,4,A
11068,11,3.0,84.73759016013099,46.36080258728897,10.0,16,14.0,2000,0.0001696759999999,B,B,36,5992,0,,1,1,B
15406,61,3.0,64.48167906582847,40.619751540720976,7.0,8,9.0,1979,0.300322518,B,B,52,10311,6,,1,9,B
11208,61,2.0,48.83780425548026,30.087498639902428,6.0,6,9.0,1975,0.300322518,B,B,52,10311,6,,1,9,B
3024,87,1.0,36.1385587693361,24.29108392961976,6.0,9,9.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
14686,1,3.0,77.22988533763153,79.95868472952998,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
5113,41,1.0,40.83976184730634,21.01303218683933,7.0,5,14.0,2004,0.175054867,B,B,36,10055,3,,1,0,B
6716,84,1.0,35.98652930618103,16.384148553986133,5.0,7,10.0,1974,0.149666373,B,B,22,4789,2,4087.0,4,1,B
178,73,2.0,59.42386605515657,33.10080860356411,7.0,4,5.0,1959,0.042031587,B,B,37,6856,84,1940.0,2,5,B
16256,24,3.0,101.4833956274398,52.47978048734839,13.0,6,7.0,2006,0.111627393,B,B,50,12238,8,1970.0,2,3,B
6732,6,2.0,55.99736902967084,,1.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9568,140,2.0,45.10234107921121,28.385514061337485,6.0,5,5.0,1960,0.0,B,B,33,7425,1,,2,5,B
10023,113,2.0,35.6343219615387,24.58179289277188,6.0,10,9.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
2198,54,3.0,125.4012654858937,128.91346995072922,1.0,7,1.0,2016,0.006076152,B,B,30,5285,0,645.0,6,6,B
16012,23,1.0,37.41819826860562,,0.0,5,7.0,1977,0.034656082,B,B,0,168,0,,0,0,B
877,27,1.0,45.72326456761507,,1.0,10,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4408,90,1.0,36.19222982691704,17.671509428358945,5.0,4,5.0,1962,0.265088676,B,B,37,5288,0,1937.0,3,2,B
802,1,3.0,84.35817699433218,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
946,18,1.0,44.76991680609955,23.175812118735,8.0,15,14.0,1988,0.0,B,B,30,5562,0,,0,5,A
3344,23,2.0,64.14247882964945,,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
965,134,3.0,85.27412317511467,63.04105471130889,7.0,11,10.0,1974,0.049863387,B,B,18,3746,9,75.0,3,1,B
15634,53,2.0,51.76466671542158,30.214645628848533,6.0,2,9.0,1973,0.049637257,B,B,34,7759,0,229.0,1,3,B
13089,23,1.0,37.70032520834372,,10.0,3,20.0,2016,0.005767451,B,B,1,388,0,,0,0,B
7491,63,1.0,46.66502258510928,49.49111587817467,10.0,6,17.0,2015,0.23861713,B,B,26,3889,6,705.0,3,6,B
10643,74,2.0,50.18543863136098,31.7576591771516,5.0,10,9.0,1973,0.309479124,B,B,35,7715,4,990.0,0,6,B
4529,101,1.0,39.14986638842559,19.1894195685826,8.0,11,17.0,1988,0.225824954,A,B,41,6558,7,1548.0,3,2,B
2138,27,1.0,5.647458432920238,1.5015819273540272,1.0,1,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
6620,90,2.0,53.72275487285837,33.96161360481972,7.0,4,14.0,1991,0.246031548,B,A,22,3151,4,2715.0,3,3,B
12937,62,2.0,55.43366579612309,57.45252122302357,14.0,11,12.0,2014,0.072157581,B,B,2,629,1,,0,0,A
15211,16,3.0,61.54758405181212,46.78559527865676,6.0,7,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
13978,30,1.0,39.877152334710296,,1.0,18,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
14997,30,2.0,63.31807494256496,,1.0,19,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
12397,27,1.0,52.1369720696901,1.5511671733160328,1.0,10,12.0,2016,0.072157581,B,B,2,629,1,,0,0,A
9637,27,2.0,76.22842921136498,,1.0,7,15.0,1977,0.072157581,B,B,2,629,1,,0,0,A
8709,23,2.0,42.1384571014617,,1.0,6,12.0,2013,0.034656082,B,B,0,168,0,,0,0,B
831,28,1.0,39.3870435301609,20.989227145175285,8.0,3,17.0,1998,0.000995363,B,B,42,7651,1,,1,5,B
14667,121,2.0,44.75828561871543,31.59049584549052,5.0,1,5.0,1967,0.212515361,B,B,19,3293,16,628.0,3,7,B
6270,12,2.0,63.85426025109717,38.91967690165871,10.0,5,14.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
10012,83,2.0,48.83062368522637,28.24201936961241,5.0,9,9.0,1974,0.0077202819999999,B,B,38,4788,2,,0,4,B
9467,48,3.0,63.05467411099111,47.257495433598,6.0,13,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B
8919,25,2.0,59.4260703131239,,1.0,22,24.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
3107,11,2.0,46.342950599711706,28.86379978594401,5.0,12,12.0,1975,0.225824954,A,B,41,6558,7,1548.0,3,2,B
5047,23,1.0,39.36140692667142,23.16016645967436,10.0,5,15.0,2017,0.034656082,B,B,0,168,0,,0,0,B
13013,78,1.0,40.11558620314575,22.172470685671936,9.0,14,17.0,2013,0.092290642,B,B,21,4346,2,165.0,1,2,B
11373,6,3.0,81.86683460288094,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
436,96,1.0,39.82889019656105,24.11813461581805,8.0,6,12.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
8340,9,2.0,64.61634731644105,32.23437898894518,8.0,11,9.0,2014,0.161531741,B,B,25,5648,1,30.0,2,4,B
2790,3,2.0,79.51024617457831,41.19045541037004,13.0,5,15.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
2872,10,1.0,41.242613584250414,23.845088851381277,8.0,6,17.0,1988,0.089039719,B,B,33,7976,5,,0,11,B
13819,46,1.0,30.94516744710193,13.434489510466545,6.0,5,9.0,1968,0.188783766,B,B,31,6137,4,,0,1,B
10596,53,1.0,39.41692626154685,,1.0,11,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
7735,33,1.0,31.725006444127565,33.088428227777854,1.0,4,4.0,2017,0.236108458,B,B,16,3893,27,,3,10,B
16024,103,1.0,40.672515430635,21.02590516939354,8.0,9,17.0,1999,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
1851,27,2.0,57.34598067743663,54.71613731895439,0.0,9,9.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1802,27,1.0,47.22217794068264,22.57790639540169,8.0,7,10.0,2009,0.041116354,B,B,53,14892,4,,1,4,B
8357,75,1.0,40.48967510136287,22.71311637894853,8.0,13,14.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B
4016,109,2.0,45.7675413558043,32.816228390462214,5.0,4,5.0,1960,0.1363303,B,B,30,6141,10,262.0,3,6,B
15470,55,2.0,46.72095454788978,31.92912972928504,6.0,7,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
16428,170,3.0,77.0287905358431,47.07690066782445,10.0,13,17.0,1990,0.21843974,B,B,21,4472,6,1450.0,4,7,A
16650,191,1.0,39.3985116514654,19.55338721777137,8.0,3,16.0,1985,0.127375905,B,B,43,8429,3,,3,9,B
8211,48,3.0,98.29220513606737,98.811899892403,1.0,11,1.0,2017,0.041124634,B,B,46,9515,5,,1,10,B
16382,23,3.0,71.36531154828594,71.83780085476253,0.0,5,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
5405,21,1.0,43.103813869248846,21.23475609332882,8.0,3,17.0,2006,0.194489265,B,B,47,8004,3,125.0,3,5,B
3957,160,3.0,58.86282910003973,40.32216025434056,6.0,7,9.0,1979,0.0,B,B,39,8647,0,810.0,0,5,B
13241,61,1.0,40.57629621127623,19.17064321240808,10.0,6,22.0,1998,0.300322518,B,B,52,10311,6,,1,9,B
14149,80,1.0,39.76106332210328,21.607034519030663,10.0,21,22.0,1990,0.0,B,B,39,8647,0,810.0,0,5,B
11870,185,3.0,76.54322466475195,47.531757781573006,10.0,5,17.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
6869,27,1.0,37.74839849363714,,1.0,10,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
6854,6,2.0,63.95926453819797,62.86548044557145,1.0,16,17.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
4047,168,3.0,92.02029339171308,42.53338892459912,22.0,2,2.0,2018,0.341071945,B,B,27,5664,48,2300.0,3,11,B
5430,101,1.0,38.74370289661279,22.87738591588361,6.0,4,9.0,1979,0.225824954,A,B,41,6558,7,1548.0,3,2,B
16290,37,2.0,54.6464203536069,32.77192467127642,8.0,3,12.0,1981,0.127811589,B,B,28,7287,5,320.0,1,3,B
16677,91,1.0,36.98230459075872,24.01693853817417,5.0,7,9.0,1970,0.000995363,B,B,42,7651,1,,1,5,B
5319,1,1.0,39.37634048543172,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6150,6,3.0,76.37955255988342,1.6335422370429444,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6718,100,2.0,35.19102380690393,26.850188502496163,5.0,1,8.0,1961,0.049863387,B,B,18,3746,9,75.0,3,1,B
3313,48,2.0,46.87442560346106,29.423719998305245,6.0,2,9.0,1979,0.041124634,B,B,46,9515,5,,1,10,B
16117,30,2.0,60.33083492716742,,1.0,24,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
5118,155,3.0,73.25979700240131,53.26537045321884,10.0,3,5.0,1926,0.042307271,B,B,17,2810,9,4849.0,3,6,B
6044,88,3.0,86.65714338850424,,1.0,17,17.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
4431,86,2.0,53.95581651469328,34.828069723947884,9.0,4,12.0,1976,0.161975568,B,A,31,7010,5,4508.0,3,7,B
13883,119,2.0,49.22084185872414,29.03018246931984,6.0,5,5.0,1961,0.000995363,B,B,42,7651,1,,1,5,B
6223,109,1.0,34.5071810336863,22.122895775530907,5.0,8,9.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B
528,7,1.0,36.968232630432574,23.28731038868081,10.0,3,12.0,1966,0.130617806,B,B,39,10418,9,900.0,1,9,B
